fen,id,expected_bm,expected_am,given_move,bm_success,am_success,time_s,score
1b5k/7P/p1p2np1/2P2p2/PP3P2/4RQ1R/q2r3P/6K1 w - - 0 1,WAC.250,[Move.from_uci('e3e8')],[],e3e8,True,,79.625,"PovScore(Cp(-149), WHITE)"
k7/p4p2/P1q1b1p1/3p3p/3Q4/7P/5PP1/1R4K1 w - - 0 1,WAC.251,"[Move.from_uci('d4e5'), Move.from_uci('d4f4')]",[],d4f4,True,,5.761,"PovScore(Cp(+1139), WHITE)"
1rb1r1k1/p1p2ppp/5n2/2pP4/5P2/2QB4/qNP3PP/2KRB2R b - - 0 1,WAC.252,[Move.from_uci('e8e2')],[],a2b1,False,,202.222,"PovScore(Cp(+322), BLACK)"
k5r1/p4b2/2P5/5p2/3P1P2/4QBrq/P5P1/4R1K1 w - - 0 1,WAC.253,[Move.from_uci('e3e8')],[],e3e8,True,,4.617,"PovScore(Cp(+1338), WHITE)"
r6k/pp3p1p/2p1bp1q/b3p3/4Pnr1/2PP2NP/PP1Q1PPN/R2B2RK b - - 0 1,WAC.254,[Move.from_uci('f4h3')],[],f4h3,True,,165.286,"PovScore(Cp(+255), BLACK)"
3r3r/p4pk1/5Rp1/3q4/1p1P2RQ/5N2/P1P4P/2b4K w - - 0 1,WAC.255,[Move.from_uci('f6g6')],[],g4g6,False,,71.744,"PovScore(Cp(+990), WHITE)"
3r1rk1/1pb1qp1p/2p3p1/p7/P2Np2R/1P5P/1BP2PP1/3Q1BK1 w - - 0 1,WAC.256,[Move.from_uci('d4f5')],[],d1h5,False,,23.203,"PovScore(Cp(+160), WHITE)"
4r1k1/pq3p1p/2p1r1p1/2Q1p3/3nN1P1/1P6/P1P2P1P/3RR1K1 w - - 0 1,WAC.257,[Move.from_uci('d1d4')],[],c5f8,False,,5.427,"PovScore(Cp(+390), WHITE)"
r3brkn/1p5p/2p2Ppq/2Pp3B/3Pp2Q/4P1R1/6PP/5R1K w - - 0 1,WAC.258,[Move.from_uci('h5g6')],[],h4g5,False,,29.596,"PovScore(Cp(+272), WHITE)"
r1bq1rk1/ppp2ppp/2np4/2bN1PN1/2B1P3/3p4/PPP2nPP/R1BQ1K1R w - - 0 1,WAC.259,[Move.from_uci('d1h5')],[],d1h5,True,,40.863,"PovScore(Cp(+699), WHITE)"
2r2b1r/p1Nk2pp/3p1p2/N2Qn3/4P3/q6P/P4PP1/1R3K1R w - - 0 1,WAC.260,[Move.from_uci('d5e6')],[],d5e6,True,,8.221,"PovScore(Cp(+1812), WHITE)"
r5k1/1bp3pp/p2p4/1p6/5p2/1PBP1nqP/1PP3Q1/R4R1K b - - 0 1,WAC.261,[Move.from_uci('f3d4')],[],f3h4,False,,36.651,"PovScore(Cp(+541), BLACK)"
6k1/p1B1b2p/2b3r1/2p5/4p3/1PP1N1Pq/P2R1P2/3Q2K1 b - - 0 1,WAC.262,[Move.from_uci('g6h6')],[],g6g3,False,,31.166,"PovScore(Cp(+1238), BLACK)"
rnbqr2k/pppp1Qpp/8/b2NN3/2B1n3/8/PPPP1PPP/R1B1K2R w KQ - 0 1,WAC.263,[Move.from_uci('f7g8')],[],e5g6,False,,4.136,"PovScore(Cp(+1908), WHITE)"
r2r2k1/1R2qp2/p5pp/2P5/b1PN1b2/P7/1Q3PPP/1B1R2K1 b - - 0 1,WAC.264,[Move.from_uci('a8b8')],[],e7e1,False,,52.117,"PovScore(Cp(+539), BLACK)"
2r1k2r/2pn1pp1/1p3n1p/p3PP2/4q2B/P1P5/2Q1N1PP/R4RK1 w k - 0 1,WAC.265,[Move.from_uci('e5f6')],[],c2e4,False,,12.767,"PovScore(Cp(+36), WHITE)"
r3q2r/2p1k1p1/p5p1/1p2Nb2/1P2nB2/P7/2PNQbPP/R2R3K b - - 0 1,WAC.266,[Move.from_uci('h8h2')],[],e4g3,False,,123.06,"PovScore(Cp(+357), BLACK)"
2r1kb1r/pp3ppp/2n1b3/1q1N2B1/1P2Q3/8/P4PPP/3RK1NR w Kk - 0 1,WAC.267,[Move.from_uci('d5c7')],[],e4e6,False,,8.903,"PovScore(Cp(+1245), WHITE)"
2r3kr/ppp2n1p/7B/5q1N/1bp5/2Pp4/PP2RPPP/R2Q2K1 w - - 0 1,WAC.268,[Move.from_uci('e2e8')],[],e2e8,True,,74.01,"PovScore(Cp(+60), WHITE)"
2kr2nr/pp1n1ppp/2p1p3/q7/1b1P1B2/P1N2Q1P/1PP1BPP1/R3K2R w KQ - 0 1,WAC.269,[Move.from_uci('a3b4')],[],f4d6,False,,76.411,"PovScore(Cp(+34), WHITE)"
2r1r1k1/pp1q1ppp/3p1b2/3P4/3Q4/5N2/PP2RPPP/4R1K1 w - - 0 1,WAC.270,[Move.from_uci('d4g4')],[],d4f6,False,,5.022,"PovScore(Cp(+423), WHITE)"
2kr4/ppp3Pp/4RP1B/2r5/5P2/1P6/P2p4/3K4 w - - 0 1,WAC.271,[Move.from_uci('e6d6')],[],e6c6,False,,16.151,"PovScore(Cp(+253), WHITE)"
nrq4r/2k1p3/1p1pPnp1/pRpP1p2/P1P2P2/2P1BB2/1R2Q1P1/6K1 w - - 0 1,WAC.272,[Move.from_uci('e3c5')],[],e3d2,False,,55.261,"PovScore(Cp(-11), WHITE)"
2k4B/bpp1qp2/p1b5/7p/1PN1n1p1/2Pr4/P5PP/R3QR1K b - - 0 1,WAC.273,[Move.from_uci('e4g3')],[],a7f2,False,,93.257,"PovScore(Cp(+175), BLACK)"
8/1p6/p5R1/k7/Prpp4/K7/1NP5/8 w - - 0 1,WAC.274,[Move.from_uci('g6b6')],[],g6b6,True,,7.173,"PovScore(Cp(+898), WHITE)"
r1b2rk1/1p1n1ppp/p1p2q2/4p3/P1B1Pn2/1QN2N2/1P3PPP/3R1RK1 b - - 0 1,WAC.275,"[Move.from_uci('f4g2'), Move.from_uci('b7b5')]",[],f6h4,False,,246.007,"PovScore(Cp(+145), BLACK)"
r5k1/pp1RR1pp/1b6/6r1/2p5/B6P/P4qPK/3Q4 w - - 0 1,WAC.276,[Move.from_uci('d1d5')],[],e7e8,False,,44.063,"PovScore(Cp(+848), WHITE)"
1r4r1/p2kb2p/bq2p3/3p1p2/5P2/2BB3Q/PP4PP/3RKR2 b - - 0 1,WAC.277,"[Move.from_uci('g8g3'), Move.from_uci('g8g2')]",[],e7h4,False,,858.004,"PovScore(Cp(+226), BLACK)"
r2qkb1r/pppb2pp/2np1n2/5pN1/2BQP3/2N5/PPP2PPP/R1B1K2R w KQkq - 0 1,WAC.278,[Move.from_uci('c4f7')],[],c4f7,True,,9.517,"PovScore(Cp(+1139), WHITE)"
r7/4b3/2p1r1k1/1p1pPp1q/1P1P1P1p/PR2NRpP/2Q3K1/8 w - - 0 1,WAC.279,[Move.from_uci('e3f5')],[],c2f5,False,,39.968,"PovScore(Cp(+168), WHITE)"
r1r2bk1/5p1p/pn4p1/N2b4/3Pp3/B3P3/2q1BPPP/RQ3RK1 b - - 0 1,WAC.280,[Move.from_uci('f8a3')],[],c2e2,False,,50.183,"PovScore(Cp(+78), BLACK)"
2R5/2R4p/5p1k/6n1/8/1P2QPPq/r7/6K1 w - - 0 1,WAC.281,[Move.from_uci('c7h7')],[],e3g5,False,,12.976,"PovScore(Cp(+561), WHITE)"
6k1/2p3p1/1p1p1nN1/1B1P4/4PK2/8/2r3b1/7R w - - 0 1,WAC.282,[Move.from_uci('h1h8')],[],h1h8,True,,57.981,"PovScore(Cp(+7), WHITE)"
3q1rk1/4bp1p/1n2P2Q/3p1p2/6r1/Pp2R2N/1B4PP/7K w - - 0 1,WAC.283,[Move.from_uci('h3g5')],[],h6g5,False,,22.52,"PovScore(Cp(+2260), WHITE)"
3r3k/pp4pp/8/1P6/3N4/Pn2P1qb/1B1Q2B1/2R3K1 w - - 0 1,WAC.284,[Move.from_uci('d4f5')],[],d4f5,True,,124.616,"PovScore(Cp(-185), WHITE)"
2rr3k/1b2bppP/p2p1n2/R7/3P4/1qB2P2/1P4Q1/1K5R w - - 0 1,WAC.285,[Move.from_uci('g2g7')],[],g2g7,True,,4.649,"PovScore(Cp(+1569), WHITE)"
3r1k2/1p6/p4P2/2pP2Qb/8/1P1KB3/P6r/8 b - - 0 1,WAC.286,[Move.from_uci('d8d5')],[],h2d2,False,,36.038,"PovScore(Cp(+588), BLACK)"
rn3k1r/pp2bBpp/2p2n2/q5N1/3P4/1P6/P1P3PP/R1BQ1RK1 w - - 0 1,WAC.287,[Move.from_uci('d1h5')],[],d1e1,False,,25.661,"PovScore(Cp(+471), WHITE)"
r1b2rk1/p4ppp/1p1Qp3/4P2N/1P6/8/P3qPPP/3R1RK1 w - - 0 1,WAC.288,[Move.from_uci('h5f6')],[],h5f6,True,,6.636,"PovScore(Cp(+1523), WHITE)"
2r3k1/5p1p/p3q1p1/2n3P1/1p1QP2P/1P4N1/PK6/2R5 b - - 0 1,WAC.289,[Move.from_uci('e6e5')],[],e6e5,True,,75.69,"PovScore(Cp(-10), BLACK)"
2k2r2/2p5/1pq5/p1p1n3/P1P2n1B/1R4Pp/2QR4/6K1 b - - 0 1,WAC.290,[Move.from_uci('f4e2')],[],f4e2,True,,15.178,"PovScore(Cp(+507), BLACK)"
5r1k/3b2p1/p6p/1pRpR3/1P1P2q1/P4pP1/5QnP/1B4K1 w - - 0 1,WAC.291,[Move.from_uci('h2h3')],[],e5g5,False,,64.253,"PovScore(Cp(+9), WHITE)"
4r3/1Q1qk2p/p4pp1/3Pb3/P7/6PP/5P2/4R1K1 w - - 0 1,WAC.292,[Move.from_uci('d5d6')],[],b7d7,False,,18.417,"PovScore(Cp(+482), WHITE)"
1nbq1r1k/3rbp1p/p1p1pp1Q/1p6/P1pPN3/5NP1/1P2PPBP/R4RK1 w - - 0 1,WAC.293,[Move.from_uci('f3g5')],[],a4b5,False,,6.504,"PovScore(Cp(+1519), WHITE)"
3r3k/1r3p1p/p1pB1p2/8/p1qNP1Q1/P6P/1P4P1/3R3K w - - 0 1,WAC.294,"[Move.from_uci('d6f8'), Move.from_uci('d4f5'), Move.from_uci('g4f4')]",[],g4g7,False,,31.999,"PovScore(Cp(+971), WHITE)"
4r3/p4r1p/R1p2pp1/1p1bk3/4pNPP/2P1K3/2P2P2/3R4 w - - 0 1,WAC.295,[Move.from_uci('d1d5')],[],d1d5,True,,3.04,"PovScore(Cp(+2343), WHITE)"
3r4/1p2k2p/p1b1p1p1/4Q1Pn/2B3KP/4pP2/PP2R1N1/6q1 b - - 0 1,WAC.296,"[Move.from_uci('d8d4'), Move.from_uci('d8f8')]",[],d8d4,True,,137.139,"PovScore(Cp(+176), BLACK)"
3r1rk1/p3qp1p/2bb2p1/2p5/3P4/1P6/PBQN1PPP/2R2RK1 b - - 0 1,WAC.297,"[Move.from_uci('c6g2'), Move.from_uci('d6h2')]",[],c6e4,False,,85.356,"PovScore(Cp(-9), BLACK)"
3Q4/p3b1k1/2p2rPp/2q5/4B3/P2P4/7P/6RK w - - 0 1,WAC.298,[Move.from_uci('d8h8')],[],d8h8,True,,4.714,"PovScore(Cp(+1129), WHITE)"
1n2rr2/1pk3pp/pNn2p2/2N1p3/8/6P1/PP2PPKP/2RR4 w - - 0 1,WAC.299,[Move.from_uci('c5a4')],[],c5a4,True,,32.145,"PovScore(Cp(+584), WHITE)"
b2b1r1k/3R1ppp/4qP2/4p1PQ/4P3/5B2/4N1K1/8 w - - 0 1,WAC.300,[Move.from_uci('g5g6')],[],f6g7,False,,8.345,"PovScore(Cp(+2022), WHITE)"
